Lag,ACF
0,1.0
1,0.004892310791848538
2,0.026725582344490288
3,0.0008698169397892537
4,-0.02042817766870097
5,0.0008264450380532025
6,-0.0788830519295575
7,0.0292558486727383
8,-0.021636892686425938
9,-0.02904175945551735
10,-0.027327132835768004
11,-0.030255778920599063
12,-0.04654392655720345
13,0.02387943260258203
14,0.0048418574298780565
15,0.0025302728926981286
16,0.03937644061212226
17,-0.002100862047122002
18,0.012611071624229173
19,-0.006686499776677742
20,2.8346865802835475e-05
21,-0.006582937177022241
22,0.05432492965286846
23,-0.028155317249555674
24,-0.040363463657270594
25,-0.02522045652910792
26,0.02733364521105967
27,-0.009531736385074296
28,0.0014195352041542874
29,0.08457478285076031
30,-0.0015308122558751096
31,-0.0039695124769238135
32,-0.05015966250568864
33,0.015849379516014502
34,-0.015162711901994405
35,0.008567703117677293
36,0.0015307555996811701
37,-0.01551436427558115
38,-0.011154224298992101
39,0.004836496240603694
40,0.06859692306813978
41,0.024346304357360533
42,-0.035843142051289786
43,0.006384287600729952
44,0.03439293440658623
45,-0.0017545873810235445
46,0.007061971708792609
47,-0.020093295090780592
48,0.03034592952277865
49,-0.023007422457667542
50,-0.0012347024216042002
51,0.008305617458360995
52,0.00448026309775399
53,-0.07120863576285107
54,-0.054445026459566996
55,0.016388464186280996
56,-0.015381247752495407
57,0.01759473875993926
58,0.053437586737849437
59,0.006679834818006838
60,0.0006920114223201467
61,0.005155734861299564
62,0.04415264799083231
63,0.005388537629880605
64,-0.001032032571311207
65,-0.0032204994717075237
66,-0.01787914301833836
67,-0.018111650029475932
68,-0.03487525667389684
69,-0.014332632272315618
70,-0.027006779064419135
71,-0.06657479226983874
72,0.00019256300403699077
73,-0.03385848738398836
74,0.01439716907949903
75,-0.001962742301102329
76,0.00015124531631872942
77,0.04413336634100148
78,0.012688268769239784
79,0.028212067421750083
80,0.021110602570421324
81,0.021196948988226647
82,0.05085880028706625
83,-0.00622199564857812
84,0.014747481967411701
85,0.054575729124227916
86,0.01159791822846081
87,0.010829325129469127
88,0.00773648006235674
89,0.05409450184434665
90,0.00838244811246191
91,-0.049769903796825436
92,0.017729217776487262
93,-0.024370383015557624
94,0.008158141127829152
95,-0.015596911042605811
96,0.014452160864618419
97,0.039034725210422797
98,-0.02589560801521059
99,-0.020870459586137265
100,0.011183615843433917
101,-0.03707956137965595
102,-0.0035849940837195944
103,0.011248995932703962
104,0.0437021562880717
105,0.036842588556732836
106,-0.021219421918011766
107,0.015004043279248782
108,0.07613735890322011
109,-0.05675001640729948
110,0.055772456099753946
111,-0.024254240029094657
112,0.027604176952765076
113,0.06151252770839996
114,0.055767591509832265
115,0.00623301484139687
116,0.024195941073481702
117,-0.043511081213082975
118,-0.023822948970642334
119,0.007261673376332374
120,0.01391738149986233
121,-0.019422943868872604
122,-0.006724874756352551
123,0.08838718030725003
124,0.04102661541836959
125,-0.03645632496538074
126,-0.043713280432871406
127,-0.06725108479861205
128,-0.03127242866359684
129,0.04247043608828365
130,0.016389338068416952
131,-0.008484869342328812
132,-0.02477018184095444
133,0.03502796587844593
134,-0.022770793936171044
135,0.005864322329092195
136,0.027285047890590605
137,0.014666909712766022
138,0.022237705837905807
139,-0.009681333729659408
140,0.05445401571994468
141,-0.06507415736016485
142,-0.0020905082157476125
143,0.02864387594650076
144,-0.0007377067943127028
145,0.05227810564185885
146,-0.07690468876984345
147,0.0667740640113678
148,0.013626423097187349
149,-0.025947111169262422
150,-0.04762206070989051
151,0.009671916752330714
152,0.076812395142343
153,-0.02802282657330529
154,-0.04282255048661985
155,-0.0027736054424352496
156,-0.04690581858494422
157,-0.03417248151487886
158,0.01981481691271767
159,0.11119644893949023
160,-0.03704763928663899
161,0.01174346372537687
162,-0.02395859068977909
163,-0.037851779707814996
164,-0.007823057152252413
165,-0.027003134488360312
166,0.01997180189269823
167,-0.03265419479794209
168,-0.03292117503962139
169,0.00999475749502782
170,0.0062498064544243585
171,0.007712194246173267
172,-0.0003492279356745319
173,0.011785589742242772
174,0.018374612504126295
175,-0.05554523957065615
176,-0.02405347067813897
177,-0.05981370814984926
178,-0.016685204751690906
179,-0.003113420289899793
180,0.026693610263316254
181,0.07256489280736443
182,-0.0158083301421
183,-0.02039595227936973
184,-0.05436279969080311
185,-0.03276810353055792
186,-0.033745748215809876
187,-0.023809788892852363
188,0.046667646526730396
189,-0.01506647261802688
190,0.0028106660328295076
191,-0.06459930295986642
192,0.051820147840130344
193,0.023890053528138885
194,0.003289421438142212
195,0.07786234202857792
196,0.0890804448579181
197,0.08117905042420091
198,-0.00014690707689211084
199,-0.00017900099700071838
200,-0.020775808860079834
201,-0.0081336591883323
202,-0.01618265798453093
203,-0.04328332928593948
204,0.028720257990263374
205,-0.047045634933238496
206,-0.011186216455003091
207,-0.03630997763398362
208,-0.024144753952169817
209,0.006571460623915358
210,0.12350579623487158
211,-0.007566994423633379
212,0.0226251398062884
213,0.02001122561030093
214,0.04229889455824847
215,-0.024968526317512552
216,0.04273890611735557
217,0.05251584218711816
218,0.023604599195247263
219,0.014826099668424663
220,0.022635776254377786
221,0.03381615876533643
222,-0.02415535094283534
223,-0.033624559931294665
224,0.05069427876387964
225,-0.016190898611471383
226,0.044244305420120034
227,-0.0506708162278172
228,0.021906848591593763
229,-0.025633722944777285
230,-0.0739431800631105
231,-0.037440482788227245
232,-0.01570500882224292
233,-0.007017898171218784
234,-0.04609573043859218
235,0.008562843883975069
236,0.0651292218989219
237,0.09839056161149641
238,-0.056802938055538287
239,0.006247209318415617
240,-0.04568151569157652
241,-0.019679886188685408
242,-0.015039891633587066
243,-0.025261989908080904
244,0.017179512032548156
245,0.006338697494534053
246,-0.040194358192274224
247,-0.030985592669115096
248,0.011001580512528749
249,-0.047466493891569664
250,0.00118754139126397
